,PAI_id,booking_id,str_id,geom_id,ufi,name,location,local_address,street_address,star_rating,review_score,review_score_text,review_count,amount_per_stay,mean_adr_sar,median_adr_sar,revpar,occupancy_rate,number_of_keys,opened_at,str_class,recently_opened,link,parent_chain,returning_aid_share,mall_visitations_pct,business_park_visitations_pct,footfall_score,footfall_score_domestic,footfall_score_international,ranking,ranking_domestic,ranking_international,volatility,quadrant,distance,has_gym,has_wellness_centre,has_event_halls,has_business_centre,has_restaurant,has_pool
155,168,337063.0,11642722,337063,900040280.0,Grand Plaza Hotel - Takhasosi Riyadh,Riyadh,Al Takhasossy Street,"Al Takhasossy Street, 11564 Riyadh, Saudi Arabia",4.0,8.3,Very good,3876,1043.65,559.65952,596.3872,341.59,61.03516840834209,92.0,2011,Economy,,https://www.booking.com/hotel/sa/grand-plaza.en-gb.html,EWAA Hotels,0.1943699731903485,0.3998660415271266,0.0522438044206296,0.107861381271725,0.1017308671304938,0.1131442001007218,100,105,87,18.5405630159536,Low ADR & High Occupancy,2086.478,1,1,0,1,1,0
156,169,398721.0,12018026,398721,900040280.0,Courtyard Riyadh by Marriott Diplomatic Quarter,Riyadh,"Al Hada District, Abdullah Bin Hothafa, Al-Sahmi Street","Al Hada District, Abdullah Bin Hothafa, Al-Sahmi Street, 11546 Riyadh, Saudi Arabia",4.0,8.1,Very good,1338,4028.66,745.3004363636365,769.7312,451.01,60.51365530744682,286.0,2012,Upscale,,https://www.booking.com/hotel/sa/courtyard-riyadh-diplomatic-quarter.en-gb.html,Marriott International,0.1471836419753086,0.3920169687620517,0.06189741612032395,0.328534812682139,0.3190649923638215,0.3082088299479604,18,21,18,20.46048029043513,High ADR & High Occupancy,9869.359999999995,1,1,1,1,1,1
157,170,3938167.0,11685452,3938167,900040280.0,Centro Olaya by Rotana,"Al Olaya, Riyadh",Olaya Street 7590 Wadi Al Artwi - Al Olaya,"Olaya Street 7590 Wadi Al Artwi - Al Olaya, Al Olaya, 12212  Riyadh, Saudi Arabia",4.0,8.0,Very good,2203,1952.65,646.2173257142858,644.4544,335.94,51.98501004422556,156.0,2018,Upper Midscale,,https://www.booking.com/hotel/sa/centro-olaya-by-rotana.en-gb.html,Rotana Hotel Management Corporation,0.1955719557195572,0.3387453874538744,0.08782287822878229,0.1187809416804185,0.1119548617003224,0.1248950814168205,87,94,74,28.18134978463669,High ADR & Low Occupancy,884.1519999999999,1,1,1,1,1,1
159,172,4148050.0,12019674,4148050,900040280.0,Fairmont Riyadh,Riyadh,"Airport Road Business Gate, Qurtubah Area","Airport Road Business Gate, Qurtubah Area, 11552 Riyadh, Saudi Arabia",5.0,8.6,Fabulous,1100,3498.84,2580.945606565657,1518.4366,1172.06,45.4121145723697,298.0,2019,Luxury,,https://www.booking.com/hotel/sa/fairmont-riyadh.en-gb.html,Accor,0.2,0.2710154673839946,0.3496973772696705,0.1379516168673853,0.1368572883081622,0.1180124223602484,73,74,84,14.8415882533622,High ADR & Low Occupancy,3109.794,1,1,1,1,1,1
165,178,2337211.0,11667488,2337211,900040280.0,Fraser Suites Riyadh,"Al Olaya, Riyadh",Intersection Olaya street and Khurais road ,"Intersection Olaya street and Khurais road , Al Olaya, 11524 Riyadh, Saudi Arabia",4.0,8.1,Very good,2406,1370.03,852.8996322077924,808.032,707.32,82.93159994711175,95.0,2018,Upper Upscale,,https://www.booking.com/hotel/sa/fraser-suites-riyadh.en-gb.html,Frasers Hospitality,0.1733411283250512,0.3853345018989191,0.07887817703768624,0.2776939011972894,0.26718140166299,0.2704381400033574,25,27,22,12.77842320883998,High ADR & High Occupancy,1941.362,1,1,1,1,1,1
170,183,9279701.0,-1,9279701,900040280.0,Luxury Night Hotel,Riyadh,شارع البيضاء,"شارع البيضاء, 13246 Riyadh, Saudi Arabia",4.0,8.4,Very good,1092,793.24,596.0676571428572,528.1984,181.32,30.41912323368792,74.0,2023,,,https://www.booking.com/hotel/sa/luxury-night.en-gb.html,,0.3197278911564626,0.1904761904761905,0.02040816326530612,0.01523822899476844,0.01735109451892075,0.004196743327178109,418,409,444,56.8859710172838,Low ADR & Low Occupancy,12193.674,1,1,0,0,1,1
171,184,6958667.0,20248143,6958667,900040280.0,Grand Plaza Hotel - KAFD Riyadh,Riyadh,"7520 King Fahad Branch Rd, 4296، Riyadh 13515","7520 King Fahad Branch Rd, 4296، Riyadh 13515, 01153 Riyadh, Saudi Arabia",4.0,8.5,Very good,3105,1399.53,877.024,711.2544,463.72,52.87450507717244,110.0,2016,Upscale,,https://www.booking.com/hotel/sa/grand-plaza-king-fahad-riyadh.en-gb.html,EWAA Hotels,0.1447631754503002,0.4829886591060707,0.1160773849232822,0.08819915031073347,0.08781605294417105,0.07419842202450898,134,126,147,14.8025232178955,High ADR & Low Occupancy,5386.194,0,1,1,1,0,1
175,188,7197629.0,11641860,7197629,900040280.0,Radisson Blu Hotel Riyadh Qurtuba,Riyadh,Al Thumamah Road,"Al Thumamah Road, Riyadh, Saudi Arabia",5.0,8.3,Very good,2711,1819.39,1326.905450549451,1303.0208,627.95,47.32473551566746,120.0,2021,Upper Upscale,,https://www.booking.com/hotel/sa/radisson-blu-riyadh-qurtuba.en-gb.html,Radisson Hotel Group,0.2093275488069414,0.5130151843817787,0.05314533622559653,0.06597380709946982,0.06791956558628882,0.04666778579822058,181,174,225,26.55358545387463,High ADR & Low Occupancy,3759.502,1,1,1,1,1,1
179,192,5509145.0,-1,5509145,900040280.0,فندق كراون روز الصحافة Crowne Rose AlSahafa Hotel,Riyadh,7405 Wadi Tarj- Al Sahafah Dist. Unit No 12 Riyadh 13321 - 2509,"7405 Wadi Tarj- Al Sahafah Dist. Unit No 12 Riyadh 13321 - 2509, 13313 Riyadh, Saudi Arabia",4.0,7.5,Good,3095,1371.54,798.115032888889,864.6448,288.86,36.19217278719971,95.0,2023,,,https://www.booking.com/hotel/sa/crown-rose.en-gb.html,,0.2168674698795181,0.3433734939759036,0.0783132530120482,0.04009690670973631,0.03928389614797217,0.03625986234681887,290,288,283,24.18789341144332,High ADR & Low Occupancy,9130.019000000006,1,1,1,1,1,1
181,195,173937.0,12020317,173937,900040280.0,RAND by Wandalus,"Al Sulimania, Riyadh",Mousa Bin Nossair Street Olaya,"Mousa Bin Nossair Street Olaya, Al Sulimania, 11458 Riyadh, Saudi Arabia",4.0,7.2,Good,581,1225.39,438.0704,392.9824,352.15,80.3856952859465,84.0,2009,Upper Midscale,,https://www.booking.com/hotel/sa/coral-al-suliemaniah.en-gb.html,Wandalus Hotels Group,0.1815718157181572,0.4686759227903827,0.1039620724686759,0.1829640813173695,0.1859409468861361,0.138996138996139,53,46,65,27.27840943461555,Low ADR & High Occupancy,2087.736,1,1,1,1,1,1
185,199,2118504.0,12018636,2118504,900040280.0,Hyatt Regency Riyadh Olaya,"Al Olaya, Riyadh",Olaya Road,"Olaya Road, Al Olaya, 11433 Riyadh, Saudi Arabia",5.0,8.5,Very good,3719,2978.01,1698.057697959184,1255.0992,764.0,44.99264375129935,257.0,2017,Upper Upscale,,https://www.booking.com/hotel/sa/hyatt-regency-riyadh-olaya.en-gb.html,Hyatt Hotels Corporation,0.1892950391644909,0.4240052185257665,0.1108936725375082,0.114076050700467,0.1080519260139148,0.1178445526271613,94,98,85,23.47229488112415,High ADR & Low Occupancy,323.492,1,1,1,1,1,1
187,201,7427441.0,-1,7427441,900040280.0,Myrtle Hotel - Al Sahafa,Riyadh,,"13321 Riyadh, Saudi Arabia",4.0,7.5,Good,2147,1614.21,551.9792,607.5904,223.27,40.44863296542184,50.0,2022,,,https://www.booking.com/hotel/sa/myrtle-al-sahafa.en-gb.html,,0.1872909698996655,0.4166666666666667,0.1133333333333333,0.02907201292089463,0.03050229085355507,0.01829780090649656,350,342,384,32.04140392047543,Low ADR & Low Occupancy,8606.431000000002,1,1,0,0,1,1
188,202,10863691.0,-1,10863691,900040280.0,Ross Hotel,Riyadh,Al Urubah Road,"Al Urubah Road, 12382 Riyadh, Saudi Arabia",4.0,8.6,Fabulous,367,1399.53,480.690088791209,416.3904,190.39,39.60749967911379,92.0,1999,,,https://www.booking.com/hotel/sa/ross-riyadh.en-gb.html,,0.1528117359413203,0.3887530562347188,0.07946210268948656,0.05059513359783716,0.0523502460546411,0.03474903474903475,245,231,292,34.7404144745941,Low ADR & Low Occupancy,3709.551,1,1,1,1,1,1
190,204,1971396.0,12020203,1971396,900040280.0,Courtyard by Marriott Riyadh Olaya,"Al Olaya, Riyadh","2759 Olaya District, Moussa Bin Nussair Street","2759 Olaya District, Moussa Bin Nussair Street, Al Olaya, 11333 Riyadh, Saudi Arabia",4.0,8.3,Very good,1142,3798.74,813.2181818181821,706.0672,440.23,54.13387047515589,230.0,2016,Upscale,,https://www.booking.com/hotel/sa/courtyard-by-marriott-riyadh-olaya.en-gb.html,Marriott International,0.1961894953656025,0.3285420944558521,0.09188911704312115,0.1975703100312489,0.1869591040217207,0.2048010743662917,45,45,42,15.60685367871539,High ADR & Low Occupancy,210.779,1,1,1,1,1,1
197,211,5618523.0,-1,5618523,900040280.0,Badeel Alawal,Riyadh,Almorooj Street 2461,"Almorooj Street 2461, 14715 Riyadh, Saudi Arabia",4.0,7.1,Good,11,449.85,153.4122666666667,142.8288,122.73,80.0,16.0,2018,,,https://www.booking.com/hotel/sa/bdyl-l-wl.en-gb.html,,0.1479591836734694,0.1683673469387755,0.0119047619047619,0.04490713106983603,0.04288986933650094,0.04498908846734934,264,267,237,22.92636434415406,Low ADR & High Occupancy,14460.809,0,1,0,0,0,0
199,213,79962.0,11703992,79962,900040280.0,"InterContinental Riyadh, an IHG Hotel",Riyadh,"King Saud Road, 11481 ","King Saud Road, 11481 , 11481 Riyadh, Saudi Arabia",5.0,7.6,Good,1260,2526.36,1130.497648484849,731.7536,949.14,83.95758398151614,274.0,1975,Luxury,,https://www.booking.com/hotel/sa/intercontinental-riyadh.en-gb.html,IHG Hotels & Resorts,0.2189159402865444,0.2547961630695444,0.04756195043964828,0.8831852814156806,0.8143984388257255,1.0,2,3,1,11.35153965236081,High ADR & High Occupancy,870.5720000000001,1,1,1,1,1,1
200,214,11541709.0,-1,11541709,900040280.0,Narcissus The Royal Hotel,"Al Olaya, Riyadh",Olaya Street,"Olaya Street, Al Olaya, Riyadh, Saudi Arabia",5.0,9.4,Superb,703,4118.63,1857.928685714286,1770.784,1182.33,63.63693846945145,173.0,2013,,,https://www.booking.com/hotel/sa/nrsys-dh-rwyl-lryd.en-gb.html,Boudl Hotels and Resorts,0.1918876755070203,0.2959501557632398,0.06542056074766356,0.05561602471823321,0.0548107924656372,0.04901796206144032,217,220,211,27.03919483440487,High ADR & High Occupancy,939.331,0,0,1,0,1,0
202,216,2570643.0,11667912,2570643,900040280.0,"Crowne Plaza Riyadh - RDC Hotel & Convention, an IHG Hotel",Riyadh,Imam Saud Ibn Abdul Aziz Road,"Imam Saud Ibn Abdul Aziz Road, 12363 Riyadh, Saudi Arabia",5.0,9.0,Superb,1880,3518.21,2658.803666946387,1219.5776,1780.67,66.97245954438614,326.0,2017,Upscale,,https://www.booking.com/hotel/sa/crowne-plaza-riyadh-rdc-convention.en-gb.html,IHG Hotels & Resorts,0.1843841642228739,0.3548032936870997,0.3998170173833486,0.4701028756012781,0.4588494824367894,0.4319288232331711,8,8,10,14.80860124986344,High ADR & High Occupancy,4135.24,1,1,1,1,1,1
203,217,4569948.0,11623554,4569947,,Riyadh Diplomatic Quarter - Marriott Executive Apartments,"Diplomatic Quarter, Riyadh",6781 Abdullah AlSahmi Street,"6781 Abdullah AlSahmi Street, 12511 Riyadh, Saudi Arabia",5.0,8.4,Very good,185,3348.89,1320.749953939394,1390.3056,578.49,43.80041219623997,140.0,2019,Upper Upscale,,https://www.booking.com/hotel/sa/riyadh-diplomatic-quarter-marriott-executive-apartments.en-gb.html,Marriott International,0.1642786561264822,0.5108534780463738,0.1026147015293537,0.05456269091675152,0.05436684814778917,0.0457385689877982,222,224,233,21.3116606691192,High ADR & Low Occupancy,9946.085,1,1,1,1,1,1
204,218,4569947.0,11678227,4569947,900040280.0,Marriott Riyadh Diplomatic Quarter,"Diplomatic Quarter, Riyadh",6781 Abdullah AlSahmi Street,"6781 Abdullah AlSahmi Street, 12511 Riyadh, Saudi Arabia",5.0,8.2,Very good,241,2149.28,1491.551327272728,1339.9296,1254.17,84.08472735333234,80.0,2019,Upper Upscale,,https://www.booking.com/hotel/sa/marriott-riyadh-diplomatic-quarter.en-gb.html,Marriott International,0.1642786561264822,0.5108534780463738,0.1026147015293537,0.2608405603735824,0.2599043210359882,0.2186562606244227,30,29,37,21.3116606691192,High ADR & High Occupancy,9946.085,1,1,1,1,1,1
206,220,6384526.0,11764805,6384526,900040280.0,"Park Inn by Radisson, Riyadh",Riyadh,Al Ihsa Street,"Al Ihsa Street, Riyadh, Saudi Arabia",4.0,8.3,Very good,4361,1876.08,694.170661978022,596.9536,355.37,51.19295418641934,192.0,2020,Upper Midscale,,https://www.booking.com/hotel/sa/park-inn-by-radisson-riyadh.en-gb.html,Radisson Hotel Group,0.3059163059163059,0.2015838732901368,0.02591792656587473,0.1392858396825954,0.1209910062786357,0.1871747523921437,72,86,46,35.83029696417051,Low ADR & Low Occupancy,5500.756000000001,1,1,1,1,1,1
207,221,6894221.0,11734271,6894221,900040280.0,Hilton Garden Inn Riyadh Financial District,Riyadh,3606 Northern Ring Road,"3606 Northern Ring Road, 13311-6488 Riyadh, Saudi Arabia",4.0,7.9,Good,1944,2649.62,846.0763505454546,767.2508,371.53,43.91195978110203,262.0,2021,Upscale,,https://www.booking.com/hotel/sa/hilton-garden-inn-riyadh-financial-district.en-gb.html,Hilton Worldwide,0.1795698924731183,0.370702005730659,0.1042263610315186,0.1034373793055019,0.1053762236530224,0.07756784556839942,102,100,143,32.70270505113189,High ADR & Low Occupancy,4891.482,1,1,1,1,1,1
208,222,7165949.0,11685824,6894221,900040280.0,DoubleTree Suites by Hilton - Riyadh Financial District,Riyadh,"3606 Northern Ring Road, Unit 3369","3606 Northern Ring Road, Unit 3369, 13311 Riyadh, Saudi Arabia",5.0,8.5,Very good,1685,3589.81,1191.865626363636,1113.7108,858.65,72.04286106887332,70.0,2022,Upscale,,https://www.booking.com/hotel/sa/doubletree-by-hilton-riyadh-financial-district-suites.en-gb.html,Hilton Worldwide,0.1795698924731183,0.370702005730659,0.1042263610315186,0.1170604964713318,0.1192546943853282,0.08778384152241808,90,88,125,32.70270505113188,High ADR & High Occupancy,4891.482,1,1,1,1,1,1
217,231,7655590.0,12346151,7655590,900040280.0,Radisson Hotel Riyadh Airport,Riyadh,"Muhammad Ibn Fajr , Road 5333","Muhammad Ibn Fajr , Road 5333, Riyadh, Saudi Arabia",4.0,8.5,Very good,4280,2519.16,2470.25132991453,1965.4464,956.92,38.73777031664364,471.0,2021,Upscale,,https://www.booking.com/hotel/sa/radisson-riyadh-airport.en-gb.html,Radisson Hotel Group,0.3102493074792244,0.2038567493112948,0.05234159779614325,0.07527825567922475,0.0748769726794502,0.06362262884002014,161,151,163,52.64898026672452,High ADR & Low Occupancy,8584.634,1,1,1,1,1,1
218,232,3947892.0,11630641,3947892,900040280.0,Shaza Riyadh,Riyadh,"7025 Eastern Ring Branch Road Al Jazirah, Riyadh","7025 Eastern Ring Branch Road Al Jazirah, Riyadh, 13213 Riyadh, Saudi Arabia",5.0,8.3,Very good,3395,1899.37,1217.676068,741.2323,787.15,64.64368805995711,205.0,2019,Luxury,,https://www.booking.com/hotel/sa/shaza-riyadh.en-gb.html,Shaza Hotels,0.2006534168254833,0.3120413155748845,0.02690948627344387,0.2739370106386714,0.272272187340913,0.2323317105925801,27,25,32,10.61628104132242,High ADR & High Occupancy,11682.938,1,1,1,1,1,1
222,236,10749096.0,-1,10749096,900040280.0,بريفير للأجنحة الفندقية Privere Hotel Suites,"Al Rawabi, Riyadh",طريق الأمير سعد بن عبدالرحمن الأول,"طريق الأمير سعد بن عبدالرحمن الأول, Al Rawabi, 14215 Riyadh, Saudi Arabia",4.0,8.7,Fabulous,131,809.73,345.4674086956522,318.7616,122.79,35.54278903684479,70.0,2018,,,https://www.booking.com/hotel/sa/bryfyr-ll-jnh-lfndqy-privere-suites.en-gb.html,,0.1257253384912959,0.472972972972973,0.04633204633204633,0.02784312348583266,0.02965382657390124,0.01577975491018969,357,348,400,23.29514719545367,Low ADR & Low Occupancy,11384.76299999999,0,0,0,0,0,0
223,237,393580.0,11692542,393580,900040280.0,Al Mashreq Boutique Hotel,Riyadh,"Ourouba,Near King Khaled Mosque","Ourouba,Near King Khaled Mosque, 33940 Riyadh, Saudi Arabia",5.0,7.7,Good,1304,1899.37,762.9037090909093,433.2704,622.67,81.6185319393827,71.0,2012,Upper Upscale,,https://www.booking.com/hotel/sa/al-mashreq-boutique.en-gb.html,,0.1583839828387558,0.4844698322027847,0.1192431274544805,0.1802605245602331,0.185813677244188,0.1265737787476918,55,47,72,21.64234846889005,Low ADR & High Occupancy,2027.573,1,1,1,1,1,1
227,241,2131770.0,-1,2131770,900040280.0,Nelover Qurtubah Hotel,Riyadh,Al Bayt Al Atiq Street - Qurtubah District,"Al Bayt Al Atiq Street - Qurtubah District, 31991 Riyadh, Saudi Arabia",4.0,8.4,Very good,1018,1859.38,704.4939076923079,653.1136,497.99,70.68734516150901,36.0,2015,,,https://www.booking.com/hotel/sa/nelover.en-gb.html,,0.1742671009771987,0.3419773095623987,0.08427876823338736,0.06169024964011095,0.05731376209061599,0.0681551116333725,194,211,153,24.7892092376493,High ADR & High Occupancy,5260.908000000003,1,1,1,1,1,1
229,243,6522794.0,11668921,6522794,900040280.0,Le Meridien Riyadh,"Al Worood, Riyadh","King Abdullah Ibn Abdulaziz Road Al Woroud District, P.O. Box 55565","King Abdullah Ibn Abdulaziz Road Al Woroud District, P.O. Box 55565, Al Worood, 11544 Riyadh, Saudi Arabia",5.0,8.3,Very good,970,3948.69,1299.255235757576,1173.0432,927.38,71.37759086707057,207.0,2020,Upper Upscale,,https://www.booking.com/hotel/sa/le-meridien-riyadh.en-gb.html,Marriott International,0.1634972677595628,0.5037134119702926,0.1308431629532547,0.3399108177381412,0.3541914135414899,0.2236024844720496,17,16,35,26.38571730593483,High ADR & High Occupancy,564.691,1,1,1,0,1,1
236,251,12638904.0,-1,12638904,900040280.0,DAMAC Towers Olaya by SELSAL,"Al Olaya, Riyadh",King Fahd Road,"King Fahd Road, Al Olaya, 12333 Riyadh, Saudi Arabia",4.0,9.0,Superb,2,1074.04,614.3408939779328,630.6456,536.68,87.35893626504235,70.0,2018,,,https://www.booking.com/hotel/sa/damac-towers-olaya-by-selsal.en-gb.html,Damac,0.1452584044154541,0.4803110107850514,0.2089290193127665,0.2425827744812331,0.2410911250636348,0.2058082927648145,34,32,41,27.71873595608044,Low ADR & High Occupancy,2178.026,1,1,0,0,0,1
241,259,296528.0,11713188,296528,900040280.0,Boudl Al Fayhaa,Riyadh,Haroun Al-Rasheed Street (Exit 15),"Haroun Al-Rasheed Street (Exit 15), Riyadh, Saudi Arabia",4.0,9.4,Superb,7,1079.64,396.0298666666668,386.384,310.01,78.28070481944293,145.0,2004,Upscale,,https://www.booking.com/hotel/sa/boudl-al-fayha-a.en-gb.html,Boudl Hotels and Resorts,0.1857529305680793,0.2537537537537538,0.01531531531531531,0.2835574593588708,0.2776175123027321,0.2571764310894746,24,24,24,20.68025167358584,Low ADR & High Occupancy,13859.028,0,1,0,0,0,1
243,261,6125222.0,-1,6125222,900040280.0,Al Rahden Hotel,Riyadh,"Riyadh Dammam Branch Road - Al Yarmouk, Riyadh","Riyadh Dammam Branch Road - Al Yarmouk, Riyadh, 11623 Riyadh, Saudi Arabia",4.0,8.3,Very good,1483,1119.25,588.0297142857145,395.3472,475.9,80.9319915754149,51.0,2021,,,https://www.booking.com/hotel/sa/al-rahden.en-gb.html,,0.1588785046728972,0.4093457943925234,0.06018691588785047,0.1473965099540044,0.1514084507042254,0.1055900621118012,68,64,93,21.25344741979655,Low ADR & High Occupancy,13640.351,1,1,1,0,1,1
244,262,1097668.0,12017847,1097668,900040280.0,DoubleTree by Hilton Hotel Riyadh - Al Muroj Business Gate,Riyadh,The Northern Ring Road - Exit 5. Next to the upcoming King Abdullah Financial District,"The Northern Ring Road - Exit 5. Next to the upcoming King Abdullah Financial District, 13313 Riyadh, Saudi Arabia",4.0,7.3,Good,1356,2770.15,862.0633421818183,693.2515,513.12,59.52261380790851,223.0,2015,Upscale,,https://www.booking.com/hotel/sa/doubletree-by-hilton-al-muroj.en-gb.html,Hilton Worldwide,0.1468775127311713,0.4444146798821323,0.09536565764800428,0.2461289982795548,0.2416850500593925,0.2204129595433943,32,31,36,23.68739047518728,High ADR & High Occupancy,2653.201,1,1,1,1,1,0
247,265,3858408.0,11768933,3858408,900040280.0,IntercityHotel Riyadh Malaz,"Al Malaz, Riyadh","Jarir Street , Al Ihsa","Jarir Street , Al Ihsa, Al Malaz, 12831 Riyadh, Saudi Arabia",4.0,8.0,Very good,2171,2125.31,592.6732993939396,490.208,474.49,80.0585685434215,84.0,2018,Upper Midscale,,https://www.booking.com/hotel/sa/intercityhotel-riyadh-malaz.en-gb.html,H World International,0.1658573029510646,0.3145311916324244,0.03884945834889802,0.1749236332993926,0.1703292041405057,0.1623300318952493,58,58,53,21.26123222450568,Low ADR & High Occupancy,4962.289,1,1,1,1,1,1
251,269,1508055.0,11673908,1508055,900040280.0,"Voco - Riyadh, an IHG Hotel - فندق فوكو الرياض, احدى فنادق مجموعة إنتركونتيننتال",Riyadh,King Fahad Road,"King Fahad Road, null Riyadh, Saudi Arabia",5.0,9.1,Superb,1645,2479.18,1475.298118414919,758.6944,1086.22,73.62746185341369,438.0,2015,Upscale,,https://www.booking.com/hotel/sa/movenpick-riyadh.en-gb.html,IHG Hotels & Resorts,0.2244535519125683,0.2682727643936301,0.05131346127671157,0.7639830062146694,0.7085949431528933,0.8487493704885009,4,5,2,17.72352825728812,High ADR & High Occupancy,1166.806,1,1,1,1,1,1
